,Symbol,Description,Category2,Category3,GICSSector,MarketCap,DividendYield,Country,Action,InstrumentId
333,EXR,Extra Space Storage Inc,REITs,Large cap,Real Estate,"$21,841,262,002",3.48%,USA,Analyze,9ccede5c-3c9b-42c7-a0be-daa2a522ff5a
334,IR,Ingersoll Rand Plc,Common stocks,Large cap,Industrials,"$21,817,399,033",0.11%,USA,Analyze,ee412bd7-3aa6-41a9-abba-efad4e9cd6e5
335,RF,Regions Financial Corp,Common stocks,Large cap,Financials,"$21,753,893,708",3.01%,USA,Analyze,48bdbcd6-d83c-4ff2-a403-e41d408d75d4
336,ANSS,Ansys Inc,Common stocks,Large cap,Information Technology,"$21,707,497,840",0.00%,USA,Analyze,1649ec4c-ee2e-414c-9230-6f714cb459b0
337,CTRA,Coterra Energy Inc.,Common stocks,Large cap,Energy,"$21,706,506,173",2.06%,USA,Analyze,1aec2cb5-0b0d-49ff-a386-795f08c91019
338,ULTA,Ulta Beauty Inc,Common stocks,Large cap,Consumer Discretionary,"$21,696,402,123",0.00%,USA,Analyze,719265a7-fa4d-40c7-bc71-495245e069db
339,ACGL,Arch Capital Group Ltd,Common stocks,Large cap,Financials,"$21,600,584,777",0.00%,USA,Analyze,940580c4-f4ee-4572-b82a-531f97ae07d6
340,LSXMA,Liberty Media Liberty Siriusxm Series A,Common stocks,Large cap,Communication Services,"$21,582,353,356",0.00%,USA,Analyze,b5ecc5a3-61dd-447e-a81b-0147f86f79a0
341,LSXMK,Liberty Media Liberty Siriusxm Series C,Common stocks,Large cap,Communication Services,"$21,582,353,356",0.00%,USA,Analyze,a2c92069-9765-4337-8fd1-79e793fd336b
342,FWONK,Liberty Media Formula One Corp Series C,Common stocks,Large cap,Communication Services,"$21,582,353,356",0.00%,USA,Analyze,b9055ddb-32c3-4003-afd3-2de2cd359dae
343,FWONA,Liberty Media Formula One Corp Series A,Common stocks,Large cap,Communication Services,"$21,582,353,356",0.00%,USA,Analyze,b1018fe5-0363-4962-aff9-7401ebb03bb8
344,LH,Laboratory Corporation Of America,Common stocks,Large cap,Health Care,"$21,536,002,000",0.59%,USA,Analyze,b1d51de1-b1b7-42eb-87c3-6d383091cb3b
345,CF,CF Industries Holdings Inc,Common stocks,Large cap,Materials,"$21,284,594,841",1.28%,USA,Analyze,e02b8639-70a3-4bc0-a526-ce0a2ffce4e6
346,PODD,Insulet Corp,Common stocks,Large cap,Health Care,"$21,179,076,467",0.00%,USA,Analyze,41957efc-e011-466c-8e0d-03287d86fee2
347,PWR,Quanta Services Inc,Common stocks,Large cap,Industrials,"$21,015,044,001",0.19%,USA,Analyze,73a2cf9e-60ea-49dd-b8fc-48f00284d28d
348,TTD,Trade Desk Inc Class A,Common stocks,Large cap,Communication Services,"$21,003,735,856",0.00%,USA,Analyze,186161e4-fb22-4c0f-91bb-786572fc4eb2
349,TEAM,Atlassian Plc Class A,Common stocks,Large cap,Information Technology,"$20,884,152,751",0.00%,United Kingdom,Analyze,6fb80910-6286-4848-a847-2098dc5ab6fa
350,ROL,Rollins Inc,Common stocks,Large cap,Industrials,"$20,693,691,761",1.02%,USA,Analyze,ba3b6ebe-cfac-4b28-bd65-5b69618c0346
351,TPL,Texas Pacific Land Trust,Common stocks,Large cap,Energy,"$20,693,120,582",0.44%,USA,Analyze,ce620bf0-40e8-44c6-8a51-15df3c549195
352,ZM,"Zoom Video Communications, Inc. - Class A",Common stocks,Large cap,Information Technology,"$20,637,686,913",0.00%,USA,Analyze,35875944-ffb7-47eb-a2e5-582ba9f26a8d
353,CAH,Cardinal Health Inc,Common stocks,Large cap,Health Care,"$20,428,106,750",2.50%,USA,Analyze,b1833d41-9038-4563-8916-6aa0b6286926
354,PPL,PPL Corporation,Common stocks,Large cap,Utilities,"$20,418,106,015",3.79%,USA,Analyze,58191e01-774b-4a38-ab9c-389793f80e2b
355,CFG,Citizens Financial Group Inc,Common stocks,Large cap,Financials,"$20,398,975,812",3.85%,USA,Analyze,b11ff7d4-419d-4668-a4c4-7cdb395107ba
356,LCID,"Lucid Group, Inc.",Common stocks,Large cap,Consumer Discretionary,"$20,350,020,500",0.00%,USA,Analyze,4dd45c8b-8e89-4fd1-894d-018e3f06a8e5
357,VRSN,Verisign Inc,Common stocks,Large cap,Information Technology,"$20,261,865,071",0.00%,USA,Analyze,d9ebcb96-3363-4335-94d0-e6304279d46c
358,EPAM,Epam Systems Inc,Common stocks,Large cap,Information Technology,"$20,155,601,870",0.00%,USA,Analyze,8fe0dba0-9fb8-44f1-8e3f-cb0829b274be
359,XYL,Xylem Inc,Common stocks,Large cap,Industrials,"$20,137,953,986",1.05%,USA,Analyze,bf3437ed-3065-4b4a-8883-06528e443ace
360,MRO,Marathon Oil Corp,Common stocks,Large cap,Energy,"$20,068,143,744",0.91%,USA,Analyze,ab4f79fc-f84a-4f7b-8132-4f3e5fb38075
361,PAYC,Paycom Software Inc,Common stocks,Large cap,Information Technology,"$19,791,716,678",0.00%,USA,Analyze,d2813da8-ef67-4900-aa0b-1ddd21679e3c
362,TDY,Teledyne Technologies Inc,Common stocks,Large cap,Information Technology,"$19,744,447,926",0.00%,USA,Analyze,6dedad4d-ade6-41fe-8544-41eba4fdf229
363,INVH,Invitation Homes Inc,REITs,Large cap,Real Estate,"$19,742,425,962",2.70%,USA,Analyze,890f5975-31c7-4a49-ab5d-98fe0b8ab238
364,WAT,Waters Corp,Common stocks,Large cap,Health Care,"$19,714,403,764",0.00%,USA,Analyze,e5cae35b-3fca-436e-b1cd-fdeaa1db0514
365,WRB,WR Berkley Corp,Common stocks,Large cap,Financials,"$19,456,744,908",0.51%,USA,Analyze,c721ee79-cf6a-4744-b6b5-aa3073c5b067
366,HEI,Heico Corp,Common stocks,Large cap,Industrials,"$19,413,615,010",0.11%,USA,Analyze,e5e9b095-0dd8-4813-8cec-dc41beac9743
367,HEI.A,Heico Corporation Class A,Common stocks,Large cap,Industrials,"$19,413,615,010",0.14%,USA,Analyze,4ad09beb-fe89-42f0-ac44-657b1349bf5c
368,RPRX,Royalty Pharma plc - Class A,Common stocks,Large cap,Health Care,"$19,404,173,934",1.67%,USA,Analyze,b8d075a9-dd75-4dd9-a838-2c32ef21690a
369,LPLA,LPL Financial Holdings Inc,Common stocks,Large cap,Financials,"$19,303,888,639",0.41%,USA,Analyze,3f7fe94b-c38d-4fa8-ada9-a2f18599aa62
370,DOV,Dover Corp,Common stocks,Large cap,Industrials,"$19,277,615,033",1.45%,USA,Analyze,5d071ead-be87-4914-96fe-aa64d299810e
371,MOH,Molina Healthcare Inc,Common stocks,Large cap,Health Care,"$19,253,896,000",0.00%,USA,Analyze,59dffc04-b8a8-4e22-a18e-1a143750a1e6
372,HPE,Hewlett Packard Enterprise,Common stocks,Large cap,Information Technology,"$19,133,242,324",3.19%,USA,Analyze,5e0dcc39-6692-4126-8741-e6e26f13672b
373,ZS,Zscaler Inc,Common stocks,Large cap,Information Technology,"$19,043,147,203",0.00%,USA,Analyze,0eb7aae6-224e-46b9-a855-07c22f7e042c
374,MAA,"Mid-America Apartment Communities, Inc",REITs,Large cap,Real Estate,"$18,918,599,859",2.82%,USA,Analyze,1d8c69f9-4835-45c7-852f-a8cc163f29fd
375,JBHT,JB Hunt Transport Services Inc,Common stocks,Large cap,Industrials,"$18,892,473,575",0.87%,USA,Analyze,3a2d16fa-399a-4c61-826a-1079ff198891
376,DASH,DoorDash Inc,Common stocks,Large cap,Consumer Discretionary,"$18,888,063,600",0.00%,USA,Analyze,c72ebbdf-47f8-4088-92a2-e1d1f6092966
377,AES,AES Corp,Common stocks,Large cap,Utilities,"$18,849,542,735",2.22%,USA,Analyze,6c4880b2-fe71-4bdf-a705-ee310c0ab662
378,NTRS,Northern Trust Corporation,Common stocks,Large cap,Financials,"$18,840,776,839",3.12%,USA,Analyze,00f2360d-2307-49ef-83b2-d50515007b66
379,HOLX,Hologic Inc,Common stocks,Large cap,Health Care,"$18,723,984,975",0.00%,USA,Analyze,d8e56d23-56ac-4c8d-8d0e-6dc1e1f8a555
380,CNP,Centerpoint Energy Inc,Common stocks,Large cap,Utilities,"$18,508,347,551",2.33%,USA,Analyze,c52f8078-0715-4d31-87e4-e72705313680
381,RBLX,Roblox Corp,Common stocks,Large cap,Communication Services,"$18,397,300,337",0.00%,USA,Analyze,dd770da4-6ee8-4429-99f3-b0b5f965f50a
382,CHD,Church And Dwight Inc,Common stocks,Large cap,Consumer Staples,"$18,275,493,924",1.38%,USA,Analyze,237c3477-c817-40cf-9266-a0ebac631fa4
383,WAB,Westinghouse Air Brake Technologies,Common stocks,Large cap,Industrials,"$18,250,440,152",0.72%,USA,Analyze,30c519e7-eb57-462c-8ec1-1a23a51dd1de
384,MOS,Mosaic,Common stocks,Large cap,Materials,"$18,215,735,319",0.91%,USA,Analyze,f502cc65-5856-424a-90f8-1f04d83c0eb4
385,KEY,Keycorp,Common stocks,Large cap,Financials,"$18,146,258,584",3.95%,USA,Analyze,bbf69384-8f24-4b67-95c3-a7ce48876bdb
386,MPWR,Monolithic Power Systems Inc,Common stocks,Large cap,Information Technology,"$18,101,260,430",0.73%,USA,Analyze,42daa25e-d503-466d-8371-c9eafed50181
387,WST,West Pharmaceutical Services Inc,Common stocks,Large cap,Health Care,"$17,970,767,264",0.30%,USA,Analyze,b8ae9b20-622b-43b9-ada2-f37118ce484f
388,VTR,"Ventas, Inc",REITs,Large cap,Real Estate,"$17,931,348,807",3.95%,USA,Analyze,69913c00-9cf6-4521-986b-73d66ef8b1b4
389,UI,Ubiquiti Inc.,Common stocks,Large cap,Information Technology,"$17,844,023,600",1.01%,USA,Analyze,263404f0-c70e-4cfa-bbd8-32df03a6ffb5
390,DRI,Darden Restaurants Inc,Common stocks,Large cap,Consumer Discretionary,"$17,786,511,284",3.14%,USA,Analyze,6c393e16-7428-4389-bf4c-5485e61fc8e7
391,CLX,Clorox,Common stocks,Large cap,Consumer Staples,"$17,764,943,072",3.21%,USA,Analyze,5fa37e46-cb10-4823-a22d-5d6746a8a768
392,SUI,"Sun Communities, Inc",REITs,Large cap,Real Estate,"$17,687,808,137",2.41%,USA,Analyze,d8e4532e-c00f-4f1d-bf5f-652b085fd8d3
393,LYV,Live Nation Entertainment Inc,Common stocks,Large cap,Communication Services,"$17,629,987,560",0.00%,USA,Analyze,b1a8e581-c267-4e13-af7b-0656036ec88f
394,IEX,IDEX Corp,Common stocks,Large cap,Industrials,"$17,570,101,553",1.00%,USA,Analyze,18890bf3-f4ba-464a-9d2e-742e1990410b
395,GRMN,Garmin Ltd,Common stocks,Large cap,Consumer Discretionary,"$17,500,833,722",1.44%,USA,Analyze,c7b07f89-07c3-49e3-a3bb-f66ac61132a5
396,J,Jacobs Engineering Group Inc.,Common stocks,Large cap,Industrials,"$17,485,555,712",0.68%,USA,Analyze,ff784550-638e-409f-9a26-7469633b94ff
397,SYF,Synchrony Financial,Common stocks,Large cap,Financials,"$17,449,469,506",2.30%,USA,Analyze,d62b150e-6adf-4806-abfe-2ac165f0ef49
398,DGX,Quest Diagnostics Inc,Common stocks,Large cap,Health Care,"$17,365,560,816",1.70%,USA,Analyze,f003a8ab-aeac-4e3f-8357-215087838cff
399,HZNP,Horizon Pharma Plc,Common stocks,Large cap,Health Care,"$17,352,405,575",0.00%,USA,Analyze,f7cbf3b6-da17-4bdb-8054-1b9f332411f4
400,INCY,Incyte Corp,Common stocks,Large cap,Health Care,"$17,304,141,901",0.00%,USA,Analyze,cd40c333-a0f2-4863-a706-348f26afb84e
401,AMCR,Amcor plc,Common stocks,Large cap,Materials,"$17,302,407,241",4.08%,United Kingdom,Analyze,f07c9c35-94c6-4e95-9670-159903bd708a
402,EXPD,Expeditors International Of Washington,Common stocks,Large cap,Industrials,"$17,296,533,577",1.15%,USA,Analyze,416a4d48-a716-48b7-8d01-00975d5cbb5e
403,MKL,Markel Corp,Common stocks,Large cap,Financials,"$17,282,823,757",0.00%,USA,Analyze,754fa8e2-ad86-4562-9c9a-4620068f8878
404,PKI,Perkinelmer Inc,Common stocks,Large cap,Health Care,"$17,214,421,483",0.21%,USA,Analyze,6b1cbdca-794a-4e00-aef5-1c5dc5453376
405,CMS,CMS Energy Corp,Common stocks,Large cap,Utilities,"$17,182,894,838",3.07%,USA,Analyze,059107a7-4fed-41a3-8191-4486bab5377e
406,STE,STERIS PLC,Common stocks,Large cap,Health Care,"$16,929,477,944",1.04%,USA,Analyze,7358290b-4068-4b5b-b13b-07ee073b0bb6
407,STLD,Steel Dynamics Inc,Common stocks,Large cap,Materials,"$16,914,549,543",1.32%,USA,Analyze,eb91a2da-96bd-4301-9260-924057143ab9
408,CINF,Cincinnati Financial Corp,Common stocks,Large cap,Financials,"$16,905,172,325",2.49%,USA,Analyze,77048887-4ab6-45d7-a262-3b1cae8e3c6d
409,CAG,Conagra Brands Inc,Common stocks,Large cap,Consumer Staples,"$16,864,983,696",3.60%,USA,Analyze,01b8488f-1ceb-461a-835d-c4ba04498387
410,ABMD,Abiomed Inc,Common stocks,Large cap,Health Care,"$16,809,091,572",0.00%,USA,Analyze,20536c47-ae45-49c1-b8bd-3de1f72894c6
411,BALL,Ball Corporation,Common stocks,Large cap,Materials,"$16,794,728,025",1.49%,USA,Analyze,4611cf33-7591-41c2-994d-f05c11fbdad5
412,FSLR,First Solar Inc,Common stocks,Large cap,Information Technology,"$16,739,212,882",0.00%,USA,Analyze,d97168dc-d0f3-464f-bcb9-59a0e1c2526b
413,BRO,Brown & Brown Inc,Common stocks,Large cap,Financials,"$16,622,320,719",0.72%,USA,Analyze,f2da85e4-3fec-424a-b868-583d53b0d218
414,FDS,Factset Research Systems Inc,Common stocks,Large cap,Financials,"$16,621,490,549",0.78%,USA,Analyze,d493b30d-0d2a-4946-a262-c4f8635f832c
415,BR,Broadridge Financial Solutions Inc,Common stocks,Large cap,Information Technology,"$16,617,637,821",1.86%,USA,Analyze,a1e0c461-d2a2-4ba6-8c13-7f24c6019762
416,WPC,W. P. Carey Inc,REITs,Large cap,Real Estate,"$16,607,251,878",5.20%,USA,Analyze,acadfdb5-0277-4555-810c-0d55dac3a843
417,TTWO,Take Two Interactive Software Inc,Common stocks,Large cap,Communication Services,"$16,541,931,250",0.00%,USA,Analyze,9fac6c12-bdb8-4420-a85f-52920971e7ba
418,BBY,Best Buy Inc,Common stocks,Large cap,Consumer Discretionary,"$16,216,172,028",4.56%,USA,Analyze,6d97a28c-1e6a-41f8-adc8-6b12ba7af516
419,TRGP,Targa Resources Corp,Common stocks,Large cap,Energy,"$16,206,213,955",1.94%,USA,Analyze,e2fe4d43-a0cb-407e-93bf-0e0296031e73
420,AGR,Avangrid Inc,Common stocks,Large cap,Utilities,"$16,010,109,406",4.19%,USA,Analyze,ddda0380-1b42-4b2b-a635-45c2d38bd3a9
421,FMC,FMC Corp,Common stocks,Large cap,Materials,"$15,928,390,963",1.66%,USA,Analyze,6fc59d9f-bd7b-483c-bf81-722d5cd73868
422,HWM,Howmet Aerospace Inc.,Common stocks,Large cap,Industrials,"$15,845,171,017",0.26%,USA,Analyze,c526a890-5e98-4075-b572-cec8c391bcb5
423,EQT,EQT Corporation,Common stocks,Large cap,Energy,"$15,746,273,615",1.28%,USA,Analyze,6f9ad347-a440-438a-8ade-29a79f2d23a5
424,ATO,Atmos Energy Corp,Common stocks,Large cap,Utilities,"$15,639,916,432",2.41%,USA,Analyze,76edc256-cce0-4399-89f5-346708fb5f78
425,NTAP,NetApp Inc,Common stocks,Large cap,Information Technology,"$15,630,767,847",2.75%,USA,Analyze,82fff33b-6899-422b-adfa-aac69e833136
426,FOX,Fox Corporation Class B,Common stocks,Large cap,Communication Services,"$15,558,918,058",1.76%,USA,Analyze,3d37f834-a7f0-45d8-a503-0d67b19e3fd8
427,FOXA,Fox Corporation Class A,Common stocks,Large cap,Communication Services,"$15,558,918,058",1.66%,USA,Analyze,2f136530-6c8b-4ba5-b07f-a15df0d46518
428,SJM,J.M. Smucker,Common stocks,Large cap,Consumer Staples,"$15,543,519,915",2.73%,USA,Analyze,74a4b0e4-4b0e-4112-9843-804effbc216e
429,BMRN,Biomarin Pharmaceutical Inc,Common stocks,Large cap,Health Care,"$15,453,682,598",0.00%,USA,Analyze,ea24270a-9da6-40fb-83f5-82e74e414add
430,ALGN,Align Technology Inc,Common stocks,Large cap,Health Care,"$15,347,514,724",0.00%,USA,Analyze,fe23fce6-ee9a-4ef6-a882-d59f107cd87c
431,OMC,Omnicom Group Inc,Common stocks,Large cap,Communication Services,"$15,316,140,374",3.67%,USA,Analyze,c7f2e257-e151-4105-854e-ab3969e330df
432,BG,Bunge Ltd,Common stocks,Large cap,Consumer Staples,"$15,308,078,657",2.14%,USA,Analyze,ab74243f-2c26-4d10-a7b9-337d5770a529
433,IRM,Iron Mountain Incorporated,REITs,Large cap,Real Estate,"$15,282,836,925",4.62%,USA,Analyze,6eff9d56-6244-44c7-933b-f87e7a334ae1
434,PTC,PTC Inc,Common stocks,Large cap,Information Technology,"$15,243,612,003",0.00%,USA,Analyze,fb8f003b-fcc3-4082-8abb-2a3db6b21ad6
435,AZPN,Aspen Technology Inc,Common stocks,Large cap,Information Technology,"$15,199,178,478",0.00%,USA,Analyze,15fbfb1e-1612-42ca-a0f1-84610d2b548e
436,CPB,Campbell Soup,Common stocks,Large cap,Consumer Staples,"$15,152,787,019",2.89%,USA,Analyze,12213a55-b54a-4340-a8e9-e9079272e6ad
437,PLTR,Palantir Technologies Inc.,Common stocks,Large cap,Information Technology,"$15,121,652,955",0.00%,USA,Analyze,f90de184-4f73-4aad-9a5f-407858013eb1
438,APA,Apache Corp,Common stocks,Large cap,Energy,"$15,111,054,647",1.32%,USA,Analyze,c334e530-a933-4120-8bc4-e986698e88e7
439,SWKS,Skyworks Solutions Inc,Common stocks,Large cap,Information Technology,"$14,958,342,635",2.45%,USA,Analyze,1b183c9b-0383-46b8-bf68-4a9808ef0ceb
440,TXT,Textron Inc,Common stocks,Large cap,Industrials,"$14,931,335,677",0.11%,USA,Analyze,84b4c571-3c76-4028-af9a-2924ff942942
441,EXPE,Expedia Inc,Common stocks,Large cap,Consumer Discretionary,"$14,912,197,673",0.00%,USA,Analyze,01422ebf-263c-4366-8104-816e2eafdd2b
442,COO,"Cooper Companies, Inc.",Common stocks,Large cap,Health Care,"$14,903,967,850",0.02%,USA,Analyze,ba894ed7-b9e7-49de-8c90-b6256bbe2716
443,AVY,Avery Dennison Corp,Common stocks,Large cap,Materials,"$14,790,609,787",1.56%,USA,Analyze,9705405f-e33a-480f-996c-65926d2a82eb
444,ARES,Ares Management Corporation Class A,Common stocks,Large cap,Financials,"$14,749,377,294",2.67%,USA,Analyze,87ebdc97-c87b-4ded-ac19-4afffbcda385
445,HUBS,Hubspot Inc,Common stocks,Large cap,Information Technology,"$14,735,586,630",0.00%,USA,Analyze,872a4a6f-9e98-49a4-87fc-f851e0b00e8d
446,RCL,Royal Caribbean Cruises Ltd,Common stocks,Large cap,Consumer Discretionary,"$14,729,105,906",0.00%,USA,Analyze,ed001b6a-7176-484f-a125-1e9523e378d0
447,BAH,Booz Allen Hamilton Holding Corp,Common stocks,Large cap,Industrials,"$14,714,129,644",1.48%,USA,Analyze,43b2355e-a422-4347-a46f-f8acc0a0c306
448,FICO,Fair Isaac Corp,Common stocks,Large cap,Information Technology,"$14,691,407,595",0.00%,USA,Analyze,2188067e-f891-4541-9e3e-79912595eebf
449,LDOS,Leidos Holdings Inc,Common stocks,Large cap,Industrials,"$14,657,221,197",1.34%,USA,Analyze,20422bee-a766-40af-9192-9bbea90779b7
450,AKAM,Akamai Technologies Inc,Common stocks,Large cap,Information Technology,"$14,610,953,773",0.00%,USA,Analyze,96768b6b-4524-4af1-a6a0-d156243e0960
451,TRMB,Trimble Inc,Common stocks,Large cap,Information Technology,"$14,590,316,720",0.00%,USA,Analyze,21772b06-4353-4464-9a61-edecaed6527c
452,TER,Teradyne Inc,Common stocks,Large cap,Information Technology,"$14,536,721,106",0.46%,USA,Analyze,1ce33908-d79f-4db5-8086-ff1ede56cb90
453,UAL,United Continental Holdings Inc,Common stocks,Large cap,Industrials,"$14,484,592,462",0.00%,USA,Analyze,365d8e2f-09d0-4157-b3e8-807433c84bb8
454,NVR,"NVR, Inc.",Common stocks,Large cap,Consumer Discretionary,"$14,476,505,221",0.00%,USA,Analyze,55394fd1-3702-4371-8a89-c424ab3d0a40
455,LKQ,LKQ Corp,Common stocks,Large cap,Consumer Discretionary,"$14,459,510,188",1.38%,USA,Analyze,00d75670-1cc3-42a6-90c0-64c38ffac43b
456,CPRT,Copart Inc,Common stocks,Large cap,Industrials,"$14,393,663,046",0.00%,USA,Analyze,3de42e84-131e-41d9-8709-3f9fc0570299
457,AVTR,"Avantor, Inc.",Common stocks,Large cap,Health Care,"$14,380,780,151",0.00%,USA,Analyze,e2466174-896d-4387-b16b-688ea8592368
458,RKT,"Rocket Companies, Inc. Class A",Common stocks,Large cap,Financials,"$14,379,091,425",0.00%,USA,Analyze,42f1f3ee-5ae0-45ae-b4a3-811821190664
459,FLT,Fleetcor Technologies Inc,Common stocks,Large cap,Information Technology,"$14,352,209,645",0.00%,USA,Analyze,97eca1da-f613-4908-8500-e6f5a48ff471
460,EVRG,Evergy Inc,Common stocks,Large cap,Utilities,"$14,162,394,955",3.67%,USA,Analyze,cad58207-82ed-40e5-97f1-e85ff80c453a
461,ESS,"Essex Property Trust, Inc",REITs,Large cap,Real Estate,"$14,152,593,151",3.93%,USA,Analyze,be461b60-3340-446f-ab73-8512b0cb9d9f
462,SPOT,Spotify Technology SA,Common stocks,Large cap,Communication Services,"$14,060,128,326",0.00%,Luxembourg,Analyze,9c53326c-d07e-4b82-82d2-b108ec5d9530
463,LNT,Alliant Energy Corp,Common stocks,Large cap,Utilities,"$13,936,732,002",3.04%,USA,Analyze,25c3560f-355d-48b6-9578-98ac5ad7a1c4
464,ETSY,Etsy Inc,Common stocks,Large cap,Consumer Discretionary,"$13,852,109,306",0.00%,USA,Analyze,7764062c-8ae7-4a74-8d61-e66ffe21697f
465,KIM,Kimco Realty Corporation,REITs,Large cap,Real Estate,"$13,797,861,095",3.45%,USA,Analyze,37eff5b3-c750-4005-adba-fd355790d3c7
466,VTRS,Viatris Inc.,Common stocks,Large cap,Health Care,"$13,751,843,341",4.08%,USA,Analyze,19100a69-6f0f-4da7-a887-52644cba17a6
467,HUBB,Hubbell Inc,Common stocks,Large cap,Industrials,"$13,658,466,431",1.64%,USA,Analyze,0f811f55-5eee-4a26-83d2-e4f2818bb736
468,SIVB,SVB Financial Group,Common stocks,Large cap,Financials,"$13,650,097,438",0.00%,USA,Analyze,c63f5f48-8211-4832-9e2e-8f868677e274
469,MTCH,Match Group Inc,Common stocks,Large cap,Communication Services,"$13,641,310,217",0.00%,USA,Analyze,8886c92c-7bbe-4014-994a-6509bb3b0009
470,CHK,Chesapeake Energy Corporation,Common stocks,Large cap,Energy,"$13,639,601,356",6.70%,USA,Analyze,afa96864-a2b1-45a0-9ecb-27158ab8cfce
471,PEAK,"Healthpeak Properties, Inc.",REITs,Large cap,Real Estate,"$13,626,642,650",4.65%,USA,Analyze,61ce14ef-2831-4f73-b78d-0a94f7dcb15d
472,PINS,"Pinterest, Inc. Class A",Common stocks,Large cap,Communication Services,"$13,613,553,264",0.00%,USA,Analyze,6e557a62-6956-4341-8f48-d39d560dc408
473,MGM,MGM Resorts International,Common stocks,Large cap,Consumer Discretionary,"$13,559,756,652",0.03%,USA,Analyze,510338e6-7603-486c-9d19-27e4d727eb82
474,WLK,Westlake Chemical Corp,Common stocks,Large cap,Materials,"$13,538,108,916",1.17%,USA,Analyze,3b6190c5-233a-4736-92c2-af959daa8f6d
475,NET,"Cloudflare, Inc. Class A",Common stocks,Large cap,Information Technology,"$13,456,923,529",0.00%,USA,Analyze,9722f34e-b765-410d-9d42-06d30b3ebe70
476,NDSN,Nordson Corp,Common stocks,Large cap,Industrials,"$13,454,811,485",0.92%,USA,Analyze,dc33237b-c5f5-44cf-b53c-0fbd351db860
477,L,Loews Corp,Common stocks,Large cap,Financials,"$13,435,996,873",0.44%,USA,Analyze,0261820d-077e-4b8f-99e4-28afb01868e1
478,OVV,Ovintiv Inc.,Common stocks,Large cap,Energy,"$13,420,473,952",1.55%,USA,Analyze,cd172291-2b19-405e-a247-2dae3cf6bec4
479,SPLK,Splunk Inc,Common stocks,Large cap,Information Technology,"$13,268,185,000",0.00%,USA,Analyze,a0d233bb-6b00-4b6c-a2f9-2788ce3ce1f6
480,POOL,Pool Corp,Common stocks,Large cap,Consumer Discretionary,"$13,250,265,194",1.12%,USA,Analyze,e28f7100-1f11-4730-887a-efbc081f083e
481,UDR,"UDR, Inc",REITs,Large cap,Real Estate,"$13,246,295,028",3.65%,USA,Analyze,36396dd5-d024-45a3-be64-aec99317aba7
482,TECH,Bio-Techne Corp,Common stocks,Large cap,Health Care,"$13,228,215,223",0.38%,USA,Analyze,9a2e898d-1546-425d-a9e8-db3ed1169f25
483,RS,Reliance Steel & Aluminum,Common stocks,Large cap,Materials,"$13,226,879,301",1.59%,USA,Analyze,1071427b-b39e-480d-a828-a5d0106dc0e1
484,FHN,First Horizon National Corp,Common stocks,Large cap,Financials,"$13,130,220,997",2.43%,USA,Analyze,73bfe00e-39dd-434a-afb9-3735cd49e419
485,SSNC,"SS&C Technologies Holdings, Inc.",Common stocks,Large cap,Information Technology,"$13,122,034,405",1.53%,USA,Analyze,821db08b-ff6b-448a-90f9-2085901ac60b
486,GLPI,"Gaming and Leisure Properties, Inc",REITs,Large cap,Real Estate,"$13,121,419,056",5.27%,USA,Analyze,c0bec364-9e52-48b7-88d0-42da3da6daea
487,ZBRA,Zebra Technologies Corp,Common stocks,Large cap,Information Technology,"$13,084,023,409",0.00%,USA,Analyze,aa6a9edf-dd50-4d6a-bd22-d08edf06e8dc
488,AXON,"Axon Enterprise, Inc.",Common stocks,Large cap,Industrials,"$12,989,469,229",0.00%,USA,Analyze,9eee4e17-8999-4e2e-96d9-85156c6602fe
489,HST,"Host Hotels & Resorts, Inc",REITs,Large cap,Real Estate,"$12,963,453,307",1.15%,USA,Analyze,41a68f3d-05f1-42f0-8ff3-5bab1ab8a5fb
490,RPM,RPM International Inc,Common stocks,Large cap,Materials,"$12,921,511,303",1.61%,USA,Analyze,3f48099d-aaef-4e9b-870c-00b455a2644e
491,TYL,Tyler Technologies Inc,Common stocks,Large cap,Information Technology,"$12,896,292,810",0.00%,USA,Analyze,b3404bd0-d1b0-4ff2-a912-b4568a247201
492,CBOE,"Cboe Global Markets, Inc.",Common stocks,Large cap,Financials,"$12,831,699,888",1.59%,USA,Analyze,d71bfd66-93de-4e4c-ae58-a26c47582a3f
493,JKHY,"Jack Henry & Associates, Inc.",Common stocks,Large cap,Information Technology,"$12,809,170,554",1.09%,USA,Analyze,e0e0ec5b-487d-4c3a-bf11-53e5980f69fe
494,BEN,Franklin Resources Inc,Common stocks,Large cap,Financials,"$12,762,925,613",4.45%,USA,Analyze,1d19277e-be27-4a10-b4cd-db4fd948129e
495,BIO,Bio Rad Laboratories Inc Class A,Common stocks,Large cap,Health Care,"$12,749,105,864",0.00%,USA,Analyze,792971c9-86fc-4746-8d43-f063c9c9a84b
496,BILL,"Bill.com Holdings, Inc.",Common stocks,Large cap,Information Technology,"$12,695,390,709",0.00%,USA,Analyze,45d43bb1-4010-489c-8461-6dbe1a98bf23
497,DPZ,Dominos Pizza Inc,Common stocks,Large cap,Consumer Discretionary,"$12,666,605,794",1.18%,USA,Analyze,e82d6674-520d-46e2-bd74-03f9d9aaef65
498,AFG,American Financial Group Inc,Common stocks,Large cap,Financials,"$12,657,433,156",1.50%,USA,Analyze,6779d21c-d6d3-426b-aa11-aeda81c159d1
